"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","condition","grade","sqft_above","sqft_basement","yr_built","zipcode"
"9935",475000,4,2.75,1980,11443,1,5,7,1980,0,1952,98155
"9936",1280000,4,2,2850,7861,1,4,10,1450,1400,1970,98117
"9937",380000,3,1,1160,9375,1,3,7,1160,0,1967,98077
"9938",397500,3,2,2130,8225,1,4,8,2130,0,1987,98058
"9939",352000,5,2.5,2420,8560,1,3,7,1620,800,1978,98118
"9940",893880,6,2.5,2820,8600,1,5,8,1430,1390,1967,98006
"9941",635000,5,3.25,3710,34200,2,3,8,2510,1200,1986,98074
"9942",420000,3,2.25,1770,8165,2,3,7,1770,0,1977,98034
"9943",503000,3,2,1260,2500,1,4,7,750,510,1987,98107
"9944",689000,2,1.75,2330,10143,1,4,7,1220,1110,1953,98146
"9945",749500,4,2.75,2490,3840,1.5,4,7,1610,880,1922,98103
"9946",1150000,6,3.75,4090,49542,2,3,9,3100,990,1984,98005
"9947",563500,4,2.5,2800,12831,2,3,8,2800,0,2001,98019
"9948",480000,4,3,2440,9664,2,3,8,1890,550,1981,98028
"9949",374950,4,3,2540,8800,1,3,9,1620,920,1977,98023
"9950",308950,3,2.5,1600,6250,2,3,7,1600,0,1995,98038
"9951",445000,4,2.75,2680,16934,1,4,7,1340,1340,1958,98106
"9952",237200,3,1.5,1220,9000,1,4,7,1220,0,1968,98042
"9953",453500,3,1.75,1550,7270,1.5,5,7,1550,0,1953,98125
"9954",616500,3,2,2080,4549,1,5,7,1040,1040,1954,98115
"9955",1250000,5,5,5000,32909,2,3,10,5000,0,2000,98075
"9956",396000,1,1,630,5150,1,4,5,630,0,1954,98117
"9957",210000,3,1,1070,8179,1,3,6,1070,0,1949,98146
"9958",539000,2,1.75,1900,5175,1,3,7,1200,700,1919,98116
"9959",605000,3,2.5,2960,18600,2,3,8,2960,0,1979,98166
"9960",437500,3,2,1490,4800,2,5,6,1490,0,1948,98117
"9961",215000,3,1.5,1500,15000,1,3,7,1500,0,1952,98031
"9962",440000,4,2.5,2410,4780,2,3,7,2410,0,2000,98065
"9963",525000,3,1,2000,22500,1,3,7,1680,320,1939,98125
"9964",319900,3,1.5,1140,20383,1,3,7,840,300,1985,98045
"9965",335000,3,1,1120,9075,1,3,7,1120,0,1977,98077
"9966",485000,3,2.25,2900,35273,2,3,9,2900,0,1986,98038
"9967",359999,4,2.25,3220,7700,2,4,8,3220,0,1976,98023
"9968",799000,5,2.75,2500,19783,1,4,8,2500,0,1959,98005
"9969",280000,3,2.25,1610,10454,1,3,7,1610,0,1977,98148
"9970",1050000,4,2.75,2250,3433,1.5,3,8,1500,750,1927,98112
"9971",290000,1,2,1240,4800,2,3,6,1240,0,1910,98055
"9972",235000,2,2.25,1660,2748,2,3,7,1660,0,1995,98055
"9973",495000,3,1.75,2080,3000,1,4,7,1040,1040,1925,98103
"9974",290000,3,2.25,1880,7488,2,3,8,1880,0,1980,98032
"9975",230000,4,1.5,1050,9516,1,4,7,1050,0,1969,98031
"9976",234000,3,1.75,1480,8475,1,4,7,1480,0,1968,98023
"9977",597400,4,2.5,2420,4500,2,3,7,2420,0,2001,98053
"9978",370000,4,2.5,2190,17600,1,4,7,1110,1080,1966,98059
"9979",755000,4,2.5,2660,10452,2,3,9,2660,0,1993,98052
"9980",342000,3,2.5,2430,5715,2,3,7,2430,0,1999,98030
"9981",497000,2,1,770,3325,1,3,7,770,0,1918,98122
"9982",835000,3,1,3060,30166,1,5,8,3060,0,1959,98027
"9983",730000,4,2.75,2920,4500,2,3,9,2920,0,1999,98006
"9984",655000,3,1,1370,5250,1,3,7,1070,300,1939,98109
"9985",205000,3,2.5,1870,3118,2,3,8,1870,0,1993,98038
"9986",632750,4,2,1800,4800,1.5,3,7,1800,0,1918,98112
"9987",330000,5,3,2100,7715,1,3,7,1250,850,2013,98168
"9988",527500,5,2.25,2530,8250,2,4,7,2530,0,1961,98007
"9989",716500,4,2.5,3290,6465,2,3,9,3290,0,2002,98075
"9990",388500,4,2.5,1890,5395,2,3,7,1890,0,2006,98065
"9991",530000,3,1.75,1680,7770,1,4,7,1680,0,1967,98005
"9992",419000,3,2.5,2170,4517,2,3,8,2170,0,2002,98059
"9993",385000,3,1.75,1200,7360,1,4,7,1200,0,1978,98052
"9994",655000,4,2.5,2990,5669,2,3,8,2990,0,2003,98074
"9995",1700000,4,2.75,3770,10900,2,5,9,3070,700,1924,98144
"9996",279000,2,1,1020,47044,1,5,7,1020,0,1904,98042
"9997",262000,3,1.5,1700,9579,1,4,7,1100,600,1962,98023
"9998",533000,4,1,1550,4750,1.5,3,7,1550,0,1919,98117
"9999",640000,3,1.75,1680,8100,1,3,8,1680,0,1950,98177
"10000",285000,3,2.25,1680,35127,2,3,7,1680,0,1987,98092
"10001",458400,4,2.5,1910,10300,1,3,8,1910,0,1921,98177
"10002",620000,5,3.25,3160,10587,1,5,7,2190,970,1960,98034
"10003",465000,3,1.5,2020,11358,1,4,6,1190,830,1956,98033
"10004",690000,4,3.75,3210,7054,2,4,8,3210,0,1985,98052
"10005",462500,3,2.25,2350,51400,1,3,7,1390,960,1977,98077
"10006",369950,4,2.5,1910,10221,2,3,8,1910,0,1994,98038
"10007",124500,2,1,840,6480,1,4,5,840,0,1954,98001
"10008",950000,4,2.25,2620,10920,1,3,9,2620,0,1965,98005
"10009",418000,4,1.5,1220,10580,1,3,7,1220,0,1965,98008
"10010",160000,3,1,1060,8000,1,4,6,1060,0,1927,98002
"10011",457000,4,2.5,2200,10800,1,3,8,1500,700,1964,98155
"10012",530000,2,1.75,2120,7680,1,5,6,1130,990,1948,98126
"10013",385000,3,1,1250,7300,1,4,7,1250,0,1956,98008
"10014",491000,3,1.75,1440,7800,1,4,7,1440,0,1958,98008
"10015",521000,4,2.25,1890,8034,1,4,8,1890,0,1967,98008
"10016",255000,3,1,1140,8528,1,5,7,1140,0,1967,98022
"10017",292050,5,3,2840,7199,1,3,7,1710,1130,2003,98178
"10018",326000,6,3,1880,7200,1,4,7,1880,0,1966,98056
"10019",3e+05,2,1,750,5120,1,4,6,750,0,1941,98126
"10020",291600,3,1.75,1630,7480,1,3,7,1330,300,1979,98058
"10021",435000,5,1.5,1720,12551,1,3,7,1720,0,1967,98027
"10022",465000,3,2.5,1600,1311,3,3,8,1600,0,2005,98117
"10023",2e+05,3,2.25,1230,7420,1.5,5,7,1230,0,1913,98002
"10024",238000,3,1.5,1610,6132,1,4,7,1090,520,1959,98056
"10025",455000,4,2.5,1320,7000,1,4,7,1320,0,1956,98008
"10026",230000,6,3,2180,7220,2,3,7,2180,0,1980,98003
"10027",808000,4,2.25,2190,4104,2,5,8,1410,780,1928,98112
"10028",578500,3,1,1490,5700,1.5,3,7,1490,0,1916,98103
"10029",390000,3,2,1463,868,3,3,7,1463,0,2003,98115
"10030",517500,3,2.5,1800,3933,2,3,8,1800,0,1989,98029
"10031",755000,4,2.75,2880,4000,1.5,3,9,2100,780,1912,98144
"10032",579500,3,1.75,1250,4120,1,4,7,980,270,1925,98117
"10033",649950,3,2.75,1670,1350,3,3,9,1350,320,2014,98116
"10034",228000,4,1.75,2000,6120,1,3,7,1100,900,1965,98178
"10035",665000,4,1.75,2280,3680,1.5,5,7,1470,810,1926,98115
"10036",689000,4,2.5,2110,6069,2,3,9,2110,0,1999,98052
"10037",560000,4,2.5,2520,11240,1,3,8,1440,1080,1977,98052
"10038",529000,3,1,1590,6420,1,3,7,1590,0,1944,98136
"10039",375000,5,2.5,2100,14858,1,5,8,2100,0,1970,98059
"10040",325000,4,2.75,2090,9240,1,4,6,2090,0,1949,98146
"10041",583000,4,2.5,3390,10519,2,3,10,3390,0,1990,98003
"10042",330000,2,1,790,9784,1,3,6,790,0,1932,98155
"10043",262000,3,2.5,1970,8727,2,3,7,1970,0,1995,98092
"10044",555000,4,2.5,2870,6776,2,3,8,2870,0,2004,98065
"10045",585000,2,1,1110,6000,1,3,7,1010,100,1951,98118
"10046",425590,3,2.75,1940,3088,2,3,8,1770,170,2008,98065
"10047",235000,2,1,720,4840,1,4,6,720,0,1947,98126
"10048",362362,2,1,710,4000,1,3,6,710,0,1909,98118
"10049",252000,3,2,1370,7500,1,3,7,1370,0,1997,98038
"10050",439000,4,2.5,2690,9551,2,3,9,2690,0,1992,98058
"10051",465000,4,2.25,3360,10810,2,4,9,3360,0,1988,98092
"10052",249900,4,2,1500,7854,1.5,3,7,1500,0,1983,98023
"10053",665000,2,2.5,2600,5000,1,5,8,1300,1300,1926,98126
"10054",370000,3,1.75,1160,8774,1,3,7,1160,0,1972,98034
"10055",620000,2,1,1430,3000,1.5,3,7,1300,130,1929,98112
"10056",375000,3,1,1870,7671,1,4,8,1720,150,1937,98177
"10057",552625,4,2,2560,9390,1,5,8,1280,1280,1957,98133
"10058",315500,3,1,1160,10500,1,4,7,1160,0,1966,98034
"10059",620000,2,1.75,1680,8187,1,4,8,1680,0,1983,98027
"10060",510000,4,2.5,2010,9075,1,4,8,1310,700,1959,98006
"10061",652500,4,2.5,2540,38677,2,3,9,2540,0,1987,98053
"10062",574000,4,2.5,3240,22795,2,3,8,3240,0,1998,98053
"10063",430000,3,2.5,2670,12806,2,3,9,2670,0,2010,98038
"10064",390000,3,2,1080,7236,1,5,7,1080,0,1947,98125
"10065",466500,3,1,1430,3840,1,3,7,950,480,1945,98117
"10066",315000,2,2.25,1290,2436,2,3,7,1290,0,1984,98052
"10067",220000,4,1.5,1240,9600,1,3,7,1240,0,1971,98023
"10068",325000,3,1.75,1840,17286,1,4,7,1440,400,1978,98030
"10069",365000,3,1,1120,8443,1,3,7,1120,0,1953,98133
"10070",356000,3,3.5,2100,12384,2,3,9,2100,0,1980,98188
"10071",380000,4,1.75,2030,12518,1,3,8,1610,420,1950,98125
"10072",579000,4,2.25,2030,8764,2,4,8,2030,0,1983,98052
"10073",682000,2,1,890,5000,1,3,7,890,0,1943,98105
"10074",499000,3,1.75,1750,12325,1,4,7,1470,280,1968,98052
"10075",333760,3,1,1300,5880,1,3,7,1300,0,1968,98052
"10076",745000,4,2.5,2650,18903,2,3,11,2650,0,1994,98075
"10077",380000,3,1.75,1750,10870,1,5,7,1750,0,1968,98056
"10078",435000,3,3,1440,1350,3.5,3,8,1440,0,2005,98103
"10079",520000,3,2.75,1700,3264,1,3,7,1060,640,1919,98115
"10080",965000,4,2.5,3920,41206,2,4,10,3920,0,1988,98072
"10081",270000,3,2.25,1470,16728,1,4,7,1350,120,1959,98168
"10082",1100000,5,2.75,2520,4643,1.5,4,8,2120,400,1916,98112
"10083",577500,3,1.75,2140,13286,1,4,8,1220,920,1964,98006
"10084",650000,3,1.75,1550,5000,1,3,7,1250,300,1911,98107
"10085",1230000,4,2.5,3180,10319,2,4,11,3180,0,1986,98040
"10086",1900000,5,4.25,6510,16471,2,4,11,3250,3260,1980,98040
"10087",475000,2,2,1440,3720,1.5,3,7,1440,0,1983,98115
"10088",2e+05,3,1,1150,10132,1,4,7,1150,0,1970,98023
"10089",397000,4,2.5,2320,11717,2,3,8,2320,0,1997,98045
"10090",383610,3,2,1230,8450,1,3,7,1230,0,1989,98155
"10091",275000,4,2.5,2060,5742,2,3,7,2060,0,1999,98030
"10092",840000,3,2,2783,11177,2,3,8,2783,0,1910,98126
"10093",365000,4,2.5,2140,7350,2,3,8,2140,0,1985,98058
"10094",362000,3,2.75,1420,955,2,3,8,1160,260,2004,98029
"10095",350000,3,1.75,2090,6258,1,3,7,1390,700,1956,98108
"10096",2e+05,2,1.75,1320,13052,1.5,3,7,1320,0,1980,98014
"10097",299000,4,2.5,2300,8100,1,4,8,1360,940,1979,98023
"10098",555000,4,1.5,3050,82764,1,3,8,1650,1400,1966,98056
"10099",1330000,3,2.25,2960,8330,1,4,10,2260,700,1953,98177
"10100",896000,5,2.75,2520,16100,1,4,8,1570,950,1960,98040
"10101",550000,2,1.75,1740,7290,1,3,8,1280,460,1950,98199
"10102",324500,2,1,1300,6617,1,3,7,1300,0,1986,98125
"10103",312500,3,1,1170,7350,1,4,7,1170,0,1960,98008
"10104",485000,4,3.25,1946,17786,2,4,7,1946,0,1990,98070
"10105",511000,2,1,1250,5413,1,4,7,1250,0,1923,98115
"10106",139500,2,1.5,1230,1561,2,3,7,1230,0,1983,98042
"10107",464000,4,2.5,2180,7203,2,4,8,2180,0,1989,98059
"10108",255000,3,1.75,1740,8800,1,3,7,1140,600,1978,98023
"10109",679975,4,2.5,3830,4644,2,3,8,2900,930,2004,98065
"10110",624800,3,2,2250,14274,1,4,8,1500,750,1964,98040
"10111",920000,3,2.75,2590,223027,2,3,9,2590,0,1983,98074
"10112",1370000,3,2.5,2090,6000,1.5,4,9,2090,0,1928,98105
"10113",510000,3,1.5,2400,10275,1,4,8,1540,860,1964,98052
"10114",289659,4,2.25,2260,7200,2,4,7,2260,0,1984,98031
"10115",585000,4,2.5,2910,6250,2,3,8,2910,0,1999,98065
"10116",555000,5,3,3640,6930,2,3,8,3640,0,2004,98038
"10117",940000,4,2.75,3770,24897,2,4,8,2550,1220,1964,98075
"10118",460000,3,2,1600,7350,1,4,7,1600,0,1979,98052
"10119",319000,3,2.5,2110,7434,2,4,7,2110,0,1978,98031
"10120",280000,3,2.5,1720,1916,2,3,7,1720,0,2005,98059
"10121",250000,3,1,1100,7470,1,4,5,1100,0,1917,98065
"10122",749950,4,2.5,2620,8312,2,3,9,2620,0,1990,98074
"10123",458000,5,2.5,3090,23265,1,3,8,2990,100,1957,98011
"10124",465000,3,2.5,1890,4808,2,3,8,1890,0,2000,98065
"10125",580000,3,1.75,1850,2797,1,3,8,1150,700,1977,98103
"10126",7e+05,4,2.5,3100,36562,2,3,10,3100,0,1994,98077
"10127",350000,4,2.5,2506,7206,2,3,8,2506,0,2007,98023
"10128",456000,4,1,1700,7689,1,3,7,1080,620,1977,98052
"10129",290000,3,2,1550,18958,1.5,3,7,1550,0,1983,98198
"10130",475000,4,2.75,2200,16288,1,3,7,1290,910,1980,98059
"10131",285000,3,2.5,1890,3629,2,3,7,1890,0,2005,98038
"10132",309000,3,1,1140,6400,1,3,7,1140,0,1962,98168
"10133",860000,4,2,3740,32417,2,3,9,3740,0,2000,98053
"10134",219000,3,2.25,1940,6500,1,3,8,1440,500,1979,98042
"10135",546500,3,2.5,2130,7199,2,3,8,2130,0,1990,98074
"10136",338000,2,1,1470,5566,1,4,7,770,700,1919,98118
"10137",505000,2,1,1070,8130,1,3,7,1070,0,1942,98117
"10138",340000,4,1.75,1680,15084,1,4,7,840,840,1979,98014
"10139",678000,3,2.25,2730,10675,2,3,9,2730,0,1990,98074
"10140",8e+05,3,1.75,1890,10292,1,4,8,1890,0,1969,98040
"10141",112000,1,1,1080,3230,1,3,6,1080,0,1963,98002
"10142",252000,3,1.75,1440,16819,1.5,4,6,1440,0,1925,98023
"10143",335000,4,2.75,2540,7210,1,4,7,1600,940,1979,98058
"10144",610000,3,2,2300,13418,1,3,8,1430,870,1955,98004
"10145",245000,3,2,1690,6790,1,3,7,1360,330,1979,98023
"10146",493500,3,1.75,1800,16026,1,3,8,1390,410,1972,98008
"10147",596500,4,2.25,1770,8505,2,3,8,1770,0,1986,98052
"10148",245000,3,2,1190,4072,1.5,5,6,1190,0,1907,98118
"10149",333500,3,1.75,1320,7200,1,4,7,1320,0,1977,98028
"10150",373000,3,1,1290,8974,1,5,7,1290,0,1976,98072
"10151",759900,4,2.5,3000,5639,2,3,8,3000,0,2008,98052
"10152",317000,3,2.25,1358,1204,3,3,7,1358,0,2007,98133
"10153",670000,3,1.5,1220,4080,1.5,5,7,1220,0,1914,98144
"10154",985000,2,2.5,2720,26761,2,3,7,2720,0,1990,98166
"10155",310000,3,1.5,1060,6954,1,4,6,1060,0,1983,98106
"10156",750000,4,2.5,3020,13122,2,3,9,2540,480,1997,98052
"10157",408000,3,2,1640,3440,2,3,7,1640,0,1987,98052
"10158",9e+05,5,3.75,3870,8225,2,3,10,3870,0,1998,98074
"10159",460000,4,2.25,2860,15054,1,3,8,1460,1400,1957,98155
"10160",339000,4,2.5,1740,6000,1,4,7,1740,0,1952,98178
"10161",660000,3,2,1140,6000,1,3,7,1140,0,1909,98109
"10162",449950,4,3,3290,10783,2,3,9,3290,0,1990,98031
"10163",235000,3,1,1210,6000,1,3,7,1210,0,1930,98178
"10164",769000,5,2.25,3320,13138,1,4,9,1900,1420,1964,98028
"10165",428000,2,2,1350,3900,1,3,8,1350,0,2003,98053
"10166",445000,3,2.25,1990,7340,2,3,8,1990,0,1984,98072
"10167",462000,4,2.5,2060,6958,1,3,7,1220,840,1974,98034
"10168",775000,3,1,1460,6198,1.5,4,7,1460,0,1916,98107
"10169",605000,4,1.75,2250,10108,1,4,8,2250,0,1967,98008
"10170",193500,2,1,950,15996,1,4,7,950,0,1946,98045
"10171",389950,4,2.5,3140,8060,2,3,9,3140,0,1991,98023
"10172",790000,4,3.5,3560,6098,2,3,10,3560,0,2006,98075
"10173",442000,2,1,1410,5000,1,4,7,940,470,1918,98126
"10174",890000,4,2.25,2770,13500,2,3,8,2770,0,1974,98040
"10175",235000,3,1,1864,6978,1,4,7,1864,0,1958,98002
"10176",495000,4,1.75,1930,6720,1,3,8,1130,800,1959,98115
"10177",6e+05,4,2.5,3870,50965,2,3,10,3870,0,2007,98010
"10178",1400000,3,2,2020,5500,1.5,3,10,1790,230,1937,98199
"10179",251000,3,2,1300,8400,1,4,7,1300,0,1967,98198
"10180",471000,4,2.25,3410,57063,2,4,8,2410,1000,1978,98059
"10181",597000,4,2.5,2370,41338,2,3,8,2370,0,1995,98077
"10182",804000,5,3.5,2770,9305,2,3,9,2770,0,1985,98006
"10183",357000,3,1.75,1250,17493,1,3,7,1250,0,1972,98155
"10184",419990,3,2.5,1690,1689,2,3,8,1150,540,2014,98029
"10185",725000,4,2.5,3040,35201,2,4,10,3040,0,1987,98027
"10186",275000,3,2.5,2710,5733,2,3,7,2710,0,2003,98092
"10187",445000,3,2.25,1190,13630,1,3,7,1190,0,1984,98045
"10188",510000,3,2.5,2300,27566,2,3,9,2300,0,1995,98019
"10189",330000,4,1,1360,13372,1,3,7,1360,0,1955,98028
"10190",270000,3,1,1500,5605,1,5,6,750,750,1942,98106
"10191",495000,4,2,1610,4770,1,4,7,1230,380,1941,98126
"10192",225000,4,1.75,1420,10300,2,3,7,1420,0,1950,98002
"10193",716528,3,1.5,1750,5400,1,4,7,1050,700,1952,98115
"10194",260000,3,2.5,1510,6095,2,4,7,1510,0,1991,98038
"10195",471000,4,2.5,2330,9928,2,3,8,2330,0,1998,98045
"10196",690000,5,3.5,2690,4800,2,3,8,1930,760,1919,98118
"10197",548000,5,1.5,1700,7200,1.5,3,7,1700,0,1937,98011
"10198",505000,3,1,1020,5410,1,4,7,880,140,1928,98115
"10199",325000,3,1,1160,11799,1,3,7,1160,0,1966,98034
"10200",682000,4,2.25,2450,34092,2,4,8,2450,0,1980,98075
"10201",605000,3,2.25,2010,10760,2,3,8,2010,0,1985,98052
"10202",276200,2,1.75,1370,4495,1,4,8,1370,0,1975,98198
"10203",530000,3,1,1370,4040,1.5,3,7,1370,0,1906,98103
"10204",245000,3,3,1990,9600,1,3,7,1440,550,1988,98003
"10205",654950,4,2.5,2790,45902,2,3,9,2790,0,1987,98077
"10206",221900,2,1,780,6727,1,3,6,780,0,1939,98168
"10207",466000,4,2,2240,4508,1,4,8,1340,900,1926,98178
"10208",383150,3,2,2210,6387,1,3,8,2210,0,2003,98003
"10209",657100,4,1,1390,4240,1,3,7,1050,340,1924,98103
"10210",539000,3,2,1800,43995,2,3,8,1800,0,1988,98077
"10211",4e+05,6,3,3320,15600,1,4,8,1660,1660,1977,98092
"10212",215000,4,2.5,1960,11600,1,5,6,980,980,1931,98002
"10213",489000,2,1,850,2850,1,4,7,850,0,1927,98115
"10214",649000,4,2.5,2980,12764,2,3,10,2980,0,1994,98075
"10215",7e+05,4,1.75,1980,10800,1,4,8,1320,660,1953,98005
"10216",268500,2,1,790,8424,1,4,6,790,0,1953,98133
"10217",515000,3,2.5,1800,5001,2,3,7,1800,0,1996,98034
"10218",685000,4,2,2260,10800,1,3,9,2260,0,1978,98007
"10219",305000,2,1.5,800,2142,2,3,7,800,0,2006,98144
"10220",950000,4,2,2490,4600,1.5,3,8,2090,400,1926,98105
"10221",292500,4,2.5,1610,4568,2,3,7,1610,0,2006,98001
"10222",270000,4,1.75,1850,7730,1,5,7,1100,750,1956,98133
"10223",450000,4,1.75,1850,7730,1,5,7,1100,750,1956,98133
"10224",535000,4,1,1920,6480,1.5,3,7,1920,0,1920,98117
"10225",550000,3,2.5,1740,3082,2,3,8,1740,0,2000,98029
"10226",457500,3,2.25,1430,2003,2,3,8,980,450,1996,98144
"10227",136500,3,1.5,1420,8580,1,3,6,1420,0,1962,98023
"10228",224097,3,1.5,1420,8580,1,3,6,1420,0,1962,98023
"10229",254000,3,2.5,1560,10608,2,3,7,1560,0,1994,98042
"10230",335000,4,2.25,2030,13500,1,3,7,1230,800,1963,98059
"10231",594950,5,2.5,3280,6553,2,3,9,3280,0,2012,98045
"10232",350000,3,1.75,1360,18123,1,3,8,1360,0,1983,98045
"10233",169950,3,1,1180,9832,1,3,7,1180,0,1970,98042
"10234",432500,3,2.5,1940,10800,1,3,8,1340,600,1979,98077
"10235",440000,2,1.75,1300,4000,2,3,7,1300,0,1948,98105
"10236",233703,3,2.25,1650,3788,2,3,7,1650,0,1985,98031
"10237",310000,3,1.5,1140,3292,2,3,7,1140,0,1988,98029
"10238",735000,3,2.5,2540,6762,2,3,10,2540,0,1998,98007
"10239",730000,4,2.75,3440,8150,2,3,10,3440,0,2014,98056
"10240",257000,3,1.75,1800,9000,1,3,7,1200,600,1961,98178
"10241",485000,2,2.25,1260,1240,3,3,8,1260,0,2004,98103
"10242",899000,4,2.25,2370,6000,1,3,8,1440,930,1959,98177
"10243",279000,3,1,1520,8055,1.5,3,7,1520,0,1952,98125
"10244",225000,4,2,1750,7245,1,4,7,1050,700,1974,98092
"10245",1360000,3,1.5,2680,4775,2,5,8,1880,800,1913,98109
"10246",355000,3,2.5,1590,4242,2,3,7,1590,0,2000,98065
"10247",382500,4,1.75,1560,8700,1,4,7,1560,0,1967,98034
"10248",324360,3,2.5,2000,9669,2,4,8,2000,0,1992,98022
"10249",315000,3,1.75,2380,10450,1.5,3,8,2380,0,1966,98023
"10250",426000,2,1,2230,11472,2,3,7,2230,0,1951,98133
"10251",395000,5,2.5,2820,6305,2,3,8,2820,0,2003,98003
"10252",212644,3,1,1570,9650,1.5,5,5,1570,0,1922,98010
"10253",510000,3,3,1845,5100,2,5,8,1845,0,1947,98056
"10254",85000,2,1,830,9000,1,3,6,830,0,1939,98032
"10255",235000,2,1,830,9000,1,3,6,830,0,1939,98032
"10256",295000,4,2.5,2030,5754,2,3,8,2030,0,2001,98042
"10257",720001,3,2.5,1430,2200,1.5,4,7,1430,0,1910,98103
"10258",313950,3,1,1510,6083,1,4,6,860,650,1940,98115
"10259",415000,3,1,1510,6083,1,4,6,860,650,1940,98115
"10260",305000,3,1.75,1610,12247,1,3,8,1610,0,1981,98058
"10261",625000,3,1.5,1600,4128,1.5,3,8,1250,350,1906,98122
"10262",490000,3,1,1420,11040,1,4,7,1420,0,1961,98007
"10263",269950,3,2,1660,8641,2,4,8,1660,0,1987,98042
"10264",2700000,5,4,4230,27295,2,3,8,3230,1000,1949,98033
"10265",829000,4,3,3310,4500,2.5,5,9,2910,400,1900,98103
"10266",635000,4,2.5,2470,77550,1,4,7,2470,0,1987,98075
"10267",217500,3,1,1040,9750,1,3,7,1040,0,1959,98188
"10268",270000,4,1.75,1850,7350,1,3,7,1050,800,1965,98001
"10269",1250000,3,3,4610,8400,2,3,8,2790,1820,1947,98144
"10270",480000,4,2.5,2480,5100,2,3,8,2480,0,2007,98019
"10271",575000,3,1.75,2130,6500,1,3,8,1170,960,1954,98199
"10272",426950,4,2.75,2350,5589,2,3,7,2350,0,2001,98059
"10273",125000,3,1,920,7314,1,3,6,920,0,1960,98002
"10274",208000,3,1,920,7314,1,3,6,920,0,1960,98002
"10275",325000,4,2,1780,10622,1,4,7,900,880,1976,98058
"10276",597157,7,4,2690,10880,1,4,8,2690,0,1960,98033
"10277",728725,4,2.5,3010,3120,2.5,3,8,3010,0,2006,98029
"10278",708000,5,2,3180,10800,1,3,8,1910,1270,1968,98052
"10279",1300000,4,3,4120,14021,2,3,11,4120,0,2005,98075
"10280",405000,3,1,1280,11625,1,4,7,1280,0,1977,98053
"10281",550000,4,2.75,1690,6090,1.5,3,7,1400,290,1945,98115
"10282",451000,4,2.5,2320,5375,2,3,7,2320,0,2006,98065
"10283",540500,5,3.75,3090,7415,2,3,8,3090,0,2014,98166
"10284",1030000,5,3.5,5050,16500,2,3,11,5050,0,2001,98075
"10285",218000,4,1,1640,10455,1,3,7,950,690,1963,98023
"10286",562000,4,2.25,2170,7007,1,3,8,1540,630,1974,98033
"10287",401500,4,2.5,3140,94525,2,4,8,2280,860,1977,98042
"10288",196700,2,1,1090,9994,1,3,7,1090,0,1954,98168
"10289",583000,3,1.75,1930,10183,1,4,8,1480,450,1975,98006
"10290",309900,5,2.5,2100,17825,1,4,7,1400,700,1974,98092
"10291",485000,4,3,3110,18843,2,3,9,3110,0,1995,98058
"10292",465000,3,1,930,3348,1,4,6,930,0,1926,98118
"10293",595000,4,2.25,2050,8372,2,4,8,2050,0,1984,98052
"10294",254000,3,1,1160,7560,1,4,6,1160,0,1958,98058
"10295",488500,3,2.75,1820,9490,2,3,7,1820,0,1994,98011
"10296",260000,4,2.5,2110,8990,2,3,8,2110,0,1977,98058
"10297",166000,2,1,870,8487,1,4,6,870,0,1944,98178
"10298",440000,2,1.5,1080,6760,1,3,6,1080,0,1923,98117
"10299",375000,3,2,1260,7560,2,5,6,1260,0,1943,98133
"10300",529500,2,1,900,4800,1,4,6,780,120,1944,98199
"10301",338000,2,1,750,6439,1,4,6,750,0,1934,98103
"10302",335620,3,2.25,1800,15903,1,3,8,1340,460,1986,98038
"10303",464000,4,2.25,2220,15232,1,3,9,1690,530,1978,98072
"10304",354000,2,1,1390,7740,1,4,6,1390,0,1925,98126
"10305",601000,4,3.5,2160,3600,2,3,8,1660,500,1998,98122
"10306",285000,3,2.25,1840,9040,1,3,8,1370,470,1979,98023
"10307",462500,2,2,1690,4200,2,3,7,1690,0,1906,98112
"10308",350000,4,2.5,2650,10459,2,4,8,2650,0,1989,98003
"10309",329000,4,1,1120,3844,1,3,7,1120,0,1972,98133
"10310",312500,4,2.5,2500,11983,1,3,7,1320,1180,1984,98058
"10311",370000,4,2.5,2220,5338,2,3,7,2220,0,2001,98059
"10312",399900,3,1.75,1260,12750,1,3,7,1260,0,1979,98034
"10313",398000,3,1,1480,6550,1.5,4,6,1480,0,1925,98126
"10314",550500,2,1.5,930,7400,1,4,7,830,100,1909,98116
"10315",709000,3,2.75,2780,7200,1.5,4,8,1870,910,1913,98118
"10316",402000,5,2.75,2770,7620,1,3,7,1700,1070,1965,98106
"10317",450000,3,1.5,1530,23660,1,3,7,1530,0,1952,98155
"10318",524000,3,2.25,2140,6720,1,3,8,1440,700,1961,98117
"10319",8e+05,4,2.75,4600,322188,1,3,10,2400,2200,1989,98045
"10320",185000,4,1,1760,8906,1,3,7,1230,530,1966,98055
"10321",365000,4,1,1760,8906,1,3,7,1230,530,1966,98055
"10322",925000,4,2.5,3110,11422,2,3,9,3110,0,1989,98115
"10323",714000,3,1.75,2260,11781,1,4,8,1520,740,1968,98008
"10324",495000,3,2,1460,9759,1,5,7,1460,0,1972,98052
"10325",535000,3,2.25,2050,6648,1,3,7,1230,820,1990,98133
"10326",880000,4,2.5,2340,10800,1,3,8,2340,0,1953,98040
